seed,epsilon,draw,tracking,feasible,rho,steering_rms,peak_rate
75,0.5,3,3.052825757446271,1.0,0.9957221722071584,1.0632115830375095,12.03070450836607
75,0.5,4,0.699336971049382,1.0,0.9773041677496808,0.8589647274740663,1.839738656009575
75,0.5,5,1.0953350128385673,0.0,2.511158460278804,2.9736265965736153,1788.6159714363323
75,0.5,6,0.4555833940286179,1.0,1.422988127186315,0.8368746638084756,466.1691554344715
75,0.5,7,2.4355994313896154,0.0,3.009928661583079,3.7506261676917987,2230.8805897741486
75,0.5,8,0.8069552133046672,1.0,0.9867312002609068,0.863797648764555,1.5981475624689747
75,0.5,9,2.0229219456374223,1.0,0.9896755648228808,0.987311236065768,6.931991745814717
75,1,0,0.7308784431033298,1.0,0.9924351963199176,0.8313740764444404,1.1538544808966134
75,1,1,1.1403669437044577,1.0,0.9885742290946522,0.8627209492079616,1.2933609524349896
75,1,2,0.838067171245522,0.0,3.520931367179753,4.552287334344337,3038.8792700234426
75,1,3,0.4335334660507856,1.0,0.989881488683364,0.8186558884805911,1.1910708083193815
75,1,4,0.6032004648202972,1.0,0.9799117797597768,0.8276951158375877,1.2439522237664005
75,1,5,2.5848418799444484,1.0,0.9957221722071584,1.0425888440977302,12.03070450836607
75,1,6,0.7856580740557686,1.0,2.5585339505640814,2.7129223467248442,1581.3717820864856
75,1,7,1.0692659275170215,1.0,1.1219242867661778,0.9063054537505337,1.79077630035215
75,1,8,1.333535895400245,1.0,0.9966786944675768,0.8802570768954303,2.096319243596491
75,1,9,2.609417722303811,1.0,0.998563278762083,1.0331951157291945,9.078417635439376
75,2,0,0.17905174957487008,1.0,0.984868432987104,0.8097858074409833,1.144289353272496
75,2,1,0.9076617209077453,1.0,0.9866917888664182,0.8501390559133921,1.848763307474914
75,2,2,0.26695002526246114,1.0,0.9797877030355212,0.8118692026883203,1.1353246653214069
75,2,3,0.2700713545210727,1.0,0.983797714649049,0.807427960455638,1.16399745463759
75,2,4,1.525525134600366,1.0,0.9957221722071584,0.9258832523576642,12.03070450836607
75,2,5,0.6899196186276373,1.0,0.977324135293584,0.8454867745874015,1.3644663063020128
75,2,6,0.6181316253689187,1.0,0.974156435316637,0.8478902178750961,1.721038703440661
75,2,7,0.6674271014748782,1.0,0.9835823658392616,0.8339039273425652,1.32509195969974
75,2,8,0.26493052003296064,1.0,0.9922370749726864,0.8130717790584815,1.1586759542658511
75,2,9,0.17534347698948938,1.0,0.9787937238043988,0.8058861502111886,1.1484098173886148
75,4,0,0.012846360204441864,1.0,0.96983046591703,0.8053593701259206,1.1401845994391169
75,4,1,0.05724705972879556,1.0,0.9650908681626712,0.8074440913015348,1.141872783685992
75,4,2,0.24822081495693638,1.0,0.9891586287605744,0.8098971269211747,1.1428760481614957
75,4,3,0.06857833138352333,1.0,0.9767626368689836,0.8058447853447386,1.1482479679383086
