seed,severity,scenario,method,tracking,worst_family,feasible,peak_steering_rate,rho
12,strong,constant_22,LTI_all,0.04438695152227315,0.0764838732503268,1.0,2.9566810471054024,0.9638593803843837
12,strong,constant_22,LTI_near,0.04188573626795387,0.07165280692343681,1.0,2.9561224173884257,0.9625296760404495
12,strong,constant_22,physics_M4,0.035195548064762425,0.035545892292838735,1.0,2.959877946908608,0.9650138386178132
12,strong,all,M1,0.060964924044448705,0.07271692438301233,1.0,3.4240860267154147,0.960389847683375
12,strong,all,M2,0.05487454319394462,0.055371069170819576,1.0,3.4464339791277765,0.9632570851838423
12,strong,all,M3,0.053406652287552606,0.06181948050757888,1.0,3.438235841130339,0.962911214849271
12,strong,all,M4,0.04614871570920279,0.04620095816572776,1.0,3.4648554577288113,0.9649686690093948
12,strong,all,M5,0.05563122644018645,0.05739008549695872,1.0,35.51606968123487,0.9649686690093948
12,strong,all,LTI_all,0.06300740066029321,0.11147403119697467,1.0,3.429355894433177,0.9638593803843837
12,strong,all,LTI_near,0.05922517771512814,0.10367710244796173,1.0,3.4276188945632824,0.9625296760404495
12,strong,all,physics_M4,0.04605604170650987,0.04616091348288861,1.0,3.464014544249337,0.9650138386178132
13,near_linear,previous_s_curve,M1,0.0203644485670385,0.023262671585111555,1.0,1.0962935175848738,0.9616260869322578
13,near_linear,previous_s_curve,M2,0.018484225453169672,0.018870115595282178,1.0,1.100740083938769,0.9651504048782016
13,near_linear,previous_s_curve,M3,0.018568345783200563,0.020970816444058453,1.0,1.1003432248449825,0.9642652152887654
13,near_linear,previous_s_curve,M4,0.016262143710641566,0.01702273297175238,1.0,1.10465339105426,0.9667011180672611
13,near_linear,previous_s_curve,M5,0.020047984726877674,0.02066746183515355,1.0,11.587953099745494,0.9667011180672611
13,near_linear,previous_s_curve,LTI_all,0.021822524836736464,0.030966983203911308,1.0,1.1007693078829013,0.9608800255667755
13,near_linear,previous_s_curve,LTI_near,0.020523976256952788,0.02839762712011946,1.0,1.100760077126744,0.9597429373122899
